player_id,player_display_name,position,team,prior_ppg,pred_ppg,proj_games,proj_total_pred,finish_pred,vbd_pred
00-0040124,Tetairoa McMillan,WR,CAR,12.552941176470588,13.850168183845058,14.037500000000001,194.42173588072504,8.0,60.85641297110848
00-0035676,A.J. Brown,WR,PHI,14.686666666666667,14.087622821456407,12.9375,182.25862025259227,12.0,59.1596806163918
00-0038117,Wan'Dale Robinson,WR,NYG,13.61875,13.881119184049265,13.4875,187.22159499486446,11.0,58.88946372195597
00-0036554,Nico Collins,WR,HOU,15.08,13.976608908295633,12.9375,180.82237775107475,13.0,57.7234381148743
00-0040129,Emeka Egbuka,WR,TB,11.511764705882353,13.612254726858666,14.037500000000001,191.08202572827855,10.0,57.516702818662
00-0035700,Josh Jacobs,RB,GB,15.806666666666668,15.172365366744529,12.952649006622517,196.52232319567742,10.0,55.75725784901945
00-0036410,Tee Higgins,WR,CIN,14.106666666666667,13.726923517638452,12.9375,177.5920730094475,14.0,54.49313337324702
00-0036358,CeeDee Lamb,WR,DAL,15.453846153846154,14.09721205218759,11.8375,166.8757476677706,19.0,54.243191304986226
00-0034844,Saquon Barkley,RB,PHI,14.51875,14.849723718586267,13.502649006622518,200.5106072173877,8.0,53.76832548039308
00-0039338,Brock Bowers,TE,LV,14.683333333333332,14.420531508808649,10.842391304347828,156.35304543518075,4.0,52.64353606689058
00-0037840,Kyren Williams,RB,LA,15.488235294117647,14.177693701310554,14.052649006622518,199.23415330792008,9.0,46.51465518058882
